34.4 1.2067e-13 7.90421e-14 -1.36077e-05 -1.33565e-05 0.00853639 0.0091141
34.6 3.65725e-14 6.50904e-14 -1.24458e-05 -1.22308e-05 0.00808287 0.00869186
34.8 -3.5099e-14 5.35996e-14 -1.13794e-05 -1.11991e-05 0.00764655 0.00828816
35 -4.99811e-14 4.41358e-14 -1.04003e-05 -1.02538e-05 0.0072266 0.00790224
35.2 -1.29374e-14 3.63418e-14 -9.50115e-06 -9.38756e-06 0.00682221 0.00753339
35.4 1.96795e-14 2.99232e-14 -8.67521e-06 -8.59394e-06 0.0064326 0.00718089
35.6 6.34686e-14 2.46375e-14 -7.91619e-06 -7.86688e-06 0.00605701 0.00684409
35.8 1.15699e-13 2.02848e-14 -7.21836e-06 -7.20085e-06 0.0056947 0.00652233
36 1.4351e-13 1.67006e-14 -6.57639e-06 -6.59076e-06 0.00534495 0.00621498
36.2 1.11041e-13 1.37492e-14 -5.98541e-06 -6.03198e-06 0.00500705 0.00592144
36.4 7.84589e-14 1.13191e-14 -5.44091e-06 -5.52021e-06 0.00468031 0.00564114
36.6 8.34071e-14 9.31822e-15 -4.93873e-06 -5.05153e-06 0.00436406 0.00537352
36.8 7.78956e-14 7.6708e-15 -4.47501e-06 -4.62236e-06 0.00405765 0.00511803
37 6.1401e-14 6.31446e-15 -4.0462e-06 -4.22938e-06 0.00376043 0.00487416
37.2 8.78682e-14 5.19778e-15 -3.64901e-06 -3.86957e-06 0.00347177 0.00464142
37.4 1.43074e-13 4.27846e-15 -3.28037e-06 -3.54016e-06 0.00319106 0.00441933
37.6 1.57953e-13 3.52164e-15 -2.93744e-06 -3.23859e-06 0.00291769 0.00420743
37.8 1.67104e-13 2.89861e-15 -2.61755e-06 -2.96254e-06 0.00265106 0.00400528
38 1.86294e-13 2.38574e-15 -2.31824e-06 -2.70985e-06 0.00239059 0.00381245
38.2 1.53599e-13 1.96356e-15 -2.03717e-06 -2.47858e-06 0.00213571 0.00362854
38.4 7.72681e-14 1.61604e-15 -1.77216e-06 -2.26691e-06 0.00188583 0.00345316
38.6 4.06606e-14 1.33e-15 -1.52113e-06 -2.07319e-06 0.00164039 0.00328594
38.8 3.59884e-14 1.09455e-15 -1.28212e-06 -1.89593e-06 0.00139884 0.00312651
39 2.17313e-14 9.00761e-16 -1.05326e-06 -1.73372e-06 0.00116061 0.00297453
39.2 6.07713e-14 7.41263e-16 -8.32741e-07 -1.5853e-06 0.000925158 0.00282968
39.4 1.33016e-13 6.09991e-16 -6.18832e-07 -1.44951e-06 0.000691922 0.00269162
39.6 1.2768e-13 5.01954e-16 -4.09839e-07 -1.32528e-06 0.000460353 0.00256006
39.8 5.01696e-14 4.13041e-16 -2.04107e-07 -1.21163e-06 0.000229897 0.00243471
