2 2
-1.12891 2.78125
-1.58275 2.18477
-1.4591 2.24847
-1.48588 2.22308
-1.48636 2.2155
-1.48368 2.20263
-1.46397 2.12932
-1.41789 1.97711
-1.34418 1.75425
-1.26566 1.54392
-1.12369 1.21704
-1.00709 1.00143
-0.803287 0.557051
-0.854152 0.721952
-0.754193 0.55863
-0.605733 0.322244
-0.531274 0.245865
-0.424184 0.186131
-0.279755 0.0413611
-0.23475 0.0276958
-0.073435 -0.0320344
0.0582842 0.0479218
0.284974 0.0334486
0.213706 0.0350645
0.246471 0.0497747
0.359437 0.105416
0.416239 0.153225
0.486956 0.241665
0.623883 0.360866
0.576335 0.330228
0.622413 0.383019
0.725898 0.507396
0.71557 0.505695
0.767335 0.585833
0.880214 0.75608
0.837746 0.701708
0.8695 0.754743
0.923294 0.846719
0.938519 0.877382
0.970612 0.940219
0.98217 0.96532
0.996077 0.991858
0.999096 0.998061
0.999852 0.999712
1.00001 1.00002
0.999991 0.999982
