-0.270845 -0.923039
-0.270866 -0.923049
-0.271876 -0.923327
-0.319473 -0.933112
-2.54072 -1.34072
-3.92594 -2.27057
-3.35734 -3.11295
-3.93268 -3.15391
-3.90274 -3.48101
-3.91501 -3.17691
-3.76142 -3.27652
-3.77027 -3.28985
-3.76805 -3.28517
-3.77867 -3.28132
-3.77943 -3.28341
-3.7793 -3.28311
-3.77928 -3.28321
-3.77932 -3.28322
-3.77931 -3.28321
-3.77932 -3.28318
-3.77931 -3.28317
-3.77931 -3.28317
-3.77931 -3.28319
-3.77932 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
-3.77931 -3.28319
