-0 -0
0.25 -1.86265e-07
0.244502 0.11574
0.299064 0.0283045
0.444965 0.134711
0.336493 0.0712061
0.319583 0.104036
0.444723 0.167965
0.428344 0.191256
0.513278 0.249807
0.524226 0.257887
0.514079 0.27111
0.580141 0.320826
0.569155 0.333121
0.672179 0.422733
0.658182 0.434097
0.722174 0.512326
0.753212 0.553188
0.776716 0.586112
0.793648 0.611517
0.791719 0.611273
0.826504 0.677178
0.868114 0.748908
0.922043 0.846555
0.940463 0.8864
0.968594 0.934188
0.98047 0.957695
0.976427 0.954472
0.99048 0.980752
0.9969 0.993604
0.999046 0.998087
1.00019 1.00038
0.999955 0.999911
0.99999 0.999979
0.999991 0.999982
