-0.27 -0.92
-0.270451 -0.927682
-0.272025 -0.915299
-0.268842 -0.935275
-0.274388 -0.901586
-0.265533 -0.954916
-0.281081 -0.860892
-0.257755 -1.00054
-0.303661 -0.721342
-0.310226 -0.675043
-0.317768 -0.615985
-0.326136 -0.539608
-0.334865 -0.43919
-0.343108 -0.304746
-0.349619 -0.121418
-0.353584 0.13186
-0.357251 0.48004
-0.370556 0.93766
-0.416929 1.47098
-0.127621 2.81848
-0.218574 2.8665
-0.35344 2.90233
-0.546585 2.93395
-0.811334 2.96596
1.18964 2.80163
-3.17076 3.5289
-2.86485 3.19055
-2.80708 3.13292
-2.80512 3.13131
