0 1 0 0
0.05 0.977015 0.0494254 -0.0217351
0.1 0.95403 0.0977015 -0.0409739
0.15 0.931045 0.144828 -0.0577257
0.2 0.90806 0.190806 -0.0720061
0.25 0.885076 0.235634 -0.0838368
0.3 0.862091 0.279314 -0.0932458
0.35 0.839106 0.321844 -0.100267
0.4 0.816121 0.363224 -0.10494
0.45 0.793136 0.403456 -0.107311
0.5 0.770151 0.442538 -0.107431
0.55 0.747166 0.480471 -0.105358
0.6 0.724181 0.517254 -0.101154
0.65 0.701196 0.552889 -0.0948873
0.7 0.678212 0.587374 -0.0866306
0.75 0.655227 0.62071 -0.0764621
0.8 0.632242 0.652897 -0.0644649
0.85 0.609257 0.683934 -0.0507262
0.9 0.586272 0.713822 -0.0353379
0.95 0.563287 0.742561 -0.0183959
1 0.540302 0.770151 0
1.05 0.49248 0.795971 -0.0050912
1.1 0.444657 0.819399 -0.00893873
1.15 0.396835 0.840436 -0.0116525
1.2 0.349012 0.859083 -0.0133453
1.25 0.30119 0.875338 -0.0141323
1.3 0.253368 0.889202 -0.0141313
1.35 0.205545 0.900674 -0.0134616
1.4 0.157723 0.909756 -0.0122445
1.45 0.1099 0.916447 -0.0106026
1.5 0.0620777 0.920746 -0.00865947
1.55 0.0142553 0.922654 -0.00653955
1.6 -0.0335672 0.922172 -0.00436766
1.65 -0.0813896 0.919298 -0.00226875
1.7 -0.129212 0.914033 -0.0003676
1.75 -0.177035 0.906377 0.0012115
1.8 -0.224857 0.896329 0.00234509
1.85 -0.272679 0.883891 0.00291078
1.9 -0.320502 0.869061 0.00278764
1.95 -0.368324 0.851841 0.00185645
2 -0.416147 0.832229 2.77556e-16
2.05 -0.444839 0.810704 0.0162336
2.1 -0.473531 0.787745 0.0313147
2.15 -0.502224 0.763351 0.045134
2.2 -0.530916 0.737523 0.0575851
2.25 -0.559608 0.71026 0.0685654
2.3 -0.588301 0.681562 0.0779755
2.35 -0.616993 0.651429 0.0857203
2.4 -0.645685 0.619863 0.0917086
2.45 -0.674377 0.586861 0.0958539
2.5 -0.70307 0.552425 0.0980739
2.55 -0.731762 0.516554 0.0982916
2.6 -0.760454 0.479249 0.0964345
2.65 -0.789147 0.440509 0.0924357
2.7 -0.817839 0.400334 0.0862333
2.75 -0.846531 0.358725 0.0777713
2.8 -0.875223 0.315681 0.066999
2.85 -0.903916 0.271202 0.0538716
2.9 -0.932608 0.225289 0.0383502
2.95 -0.9613 0.177942 0.020402
3 -0.989992 0.129159 1.22125e-15
3.05 -0.973175 0.08008 0.0226333
3.1 -0.956358 0.0318417 0.0427775
3.15 -0.93954 -0.0155557 0.0604245
3.2 -0.922723 -0.0621123 0.0755721
3.25 -0.905905 -0.107828 0.0882244
3.3 -0.889088 -0.152703 0.0983919
3.35 -0.87227 -0.196737 0.106091
3.4 -0.855453 -0.23993 0.111345
3.45 -0.838636 -0.282282 0.114183
3.5 -0.821818 -0.323793 0.114639
3.55 -0.805001 -0.364464 0.112754
3.6 -0.788183 -0.404293 0.108575
3.65 -0.771366 -0.443282 0.102155
3.7 -0.754548 -0.48143 0.0935517
3.75 -0.737731 -0.518737 0.0828285
3.8 -0.720913 -0.555203 0.0700543
3.85 -0.704096 -0.590828 0.0553031
3.9 -0.687279 -0.625613 0.0386538
3.95 -0.670461 -0.659556 0.02019
4 -0.653644 -0.692659 2.55351e-15
4.05 -0.606778 -0.724169 0.00822405
4.1 -0.559913 -0.753337 0.0149109
4.15 -0.513048 -0.780161 0.020161
4.2 -0.466182 -0.804641 0.0240784
4.25 -0.419317 -0.826779 0.0267703
4.3 -0.372452 -0.846573 0.0283473
4.35 -0.325587 -0.864024 0.0289225
4.4 -0.278721 -0.879132 0.0286116
4.45 -0.231856 -0.891896 0.0275325
4.5 -0.184991 -0.902317 0.0258051
4.55 -0.138125 -0.910395 0.0235508
4.6 -0.0912601 -0.91613 0.0208924
4.65 -0.0443948 -0.919521 0.0179537
4.7 0.00247044 -0.920569 0.0148591
4.75 0.0493357 -0.919274 0.0117336
4.8 0.096201 -0.915636 0.00870204
4.85 0.143066 -0.909654 0.0058892
4.9 0.189932 -0.901329 0.00341924
4.95 0.236797 -0.890661 0.00141545
5 0.283662 -0.87765 2.77556e-16
5.05 0.317488 -0.862621 -0.0137463
5.1 0.351313 -0.845901 -0.0266647
5.15 0.385138 -0.82749 -0.0386384
5.2 0.418964 -0.807387 -0.0495529
5.25 0.452789 -0.785593 -0.0592963
5.3 0.486615 -0.762108 -0.0677597
5.35 0.52044 -0.736932 -0.0748375
5.4 0.554265 -0.710064 -0.0804275
5.45 0.588091 -0.681505 -0.084431
5.5 0.621916 -0.651255 -0.0867535
5.55 0.655742 -0.619314 -0.0873048
5.6 0.689567 -0.585681 -0.0859988
5.65 0.723392 -0.550357 -0.0827544
5.7 0.757218 -0.513342 -0.0774949
5.75 0.791043 -0.474635 -0.0701492
5.8 0.824869 -0.434237 -0.0606509
5.85 0.858694 -0.392148 -0.0489392
5.9 0.892519 -0.348368 -0.034959
5.95 0.926345 -0.302896 -0.0186605
6 0.96017 -0.255733 -5.32907e-15
6.05 0.949857 -0.207983 -0.0230784
6.1 0.939543 -0.160748 -0.043725
6.15 0.92923 -0.114028 -0.0619139
6.2 0.918917 -0.0678246 -0.0776254
6.25 0.908603 -0.0221366 -0.0908461
6.3 0.89829 0.0230357 -0.101569
6.35 0.887976 0.0676924 -0.109792
6.4 0.877663 0.111833 -0.115522
6.45 0.86735 0.155459 -0.118769
6.5 0.857036 0.198568 -0.119551
6.55 0.846723 0.241162 -0.117893
6.6 0.836409 0.283241 -0.113823
6.65 0.826096 0.324803 -0.107378
6.7 0.815783 0.36585 -0.0986005
6.75 0.805469 0.406382 -0.0875371
6.8 0.795156 0.446397 -0.0742416
6.85 0.784842 0.485897 -0.0587731
6.9 0.774529 0.524881 -0.041196
6.95 0.764216 0.56335 -0.0215801
7 0.753902 0.601303 -7.66054e-15
7.05 0.708932 0.637874 -0.0111923
7.1 0.663962 0.672196 -0.0205846
7.15 0.618992 0.70427 -0.028266
7.2 0.574022 0.734095 -0.0343295
7.25 0.529052 0.761672 -0.0388725
7.3 0.484082 0.787001 -0.0419959
7.35 0.439111 0.81008 -0.0438045
7.4 0.394141 0.830912 -0.044406
7.45 0.349171 0.849494 -0.0439113
7.5 0.304201 0.865829 -0.0424342
7.55 0.259231 0.879915 -0.0400907
7.6 0.214261 0.891752 -0.036999
7.65 0.169291 0.901341 -0.0332792
7.7 0.124321 0.908681 -0.0290532
7.75 0.0793505 0.913773 -0.0244438
7.8 0.0343804 0.916616 -0.019575
7.85 -0.0105897 0.917211 -0.0145713
7.9 -0.0555598 0.915557 -0.00955768
