7.95 -0.10053 0.911655 -0.00465903
8 -0.1455 0.905504 -1.91513e-15
8.05 -0.183782 0.897272 0.010984
8.1 -0.222063 0.887126 0.0214811
8.15 -0.260345 0.875066 0.0313695
8.2 -0.298626 0.861091 0.0405288
8.25 -0.336908 0.845203 0.0488403
8.3 -0.375189 0.827401 0.0561877
8.35 -0.413471 0.807684 0.0624569
8.4 -0.451752 0.786054 0.0675365
8.45 -0.490034 0.762509 0.0713182
8.5 -0.528315 0.73705 0.0736968
8.55 -0.566597 0.709677 0.0745706
8.6 -0.604878 0.680391 0.0738419
8.65 -0.64316 0.64919 0.0714167
8.7 -0.681441 0.616075 0.0672055
8.75 -0.719723 0.581046 0.061123
8.8 -0.758004 0.544102 0.0530888
8.85 -0.796286 0.505245 0.0430273
8.9 -0.834567 0.464474 0.030868
8.95 -0.872849 0.421788 0.0165455
9 -0.91113 0.377189 2.55351e-15
