6.8 0.869397 0.494113 -0.494113
6.85 0.843616 0.536948 -0.536948
6.9 0.815725 0.57844 -0.57844
6.95 0.785796 0.618486 -0.618486
7 0.753902 0.656987 -0.656987
7.05 0.720124 0.693845 -0.693845
7.1 0.684547 0.728969 -0.728969
7.15 0.647258 0.762271 -0.762271
7.2 0.608351 0.793668 -0.793668
7.25 0.567924 0.823081 -0.823081
7.3 0.526078 0.850437 -0.850437
7.35 0.482916 0.875667 -0.875667
7.4 0.438547 0.898708 -0.898708
7.45 0.393083 0.919503 -0.919503
7.5 0.346635 0.938 -0.938
7.55 0.299322 0.954152 -0.954152
7.6 0.25126 0.96792 -0.96792
7.65 0.20257 0.979268 -0.979268
7.7 0.153374 0.988168 -0.988168
7.75 0.103794 0.994599 -0.994599
7.8 0.0539554 0.998543 -0.998543
7.85 0.00398162 0.999992 -0.999992
7.9 -0.0460021 0.998941 -0.998941
7.95 -0.0958709 0.995394 -0.995394
8 -0.1455 0.989358 -0.989358
8.05 -0.194765 0.98085 -0.98085
8.1 -0.243544 0.96989 -0.96989
8.15 -0.291714 0.956506 -0.956506
8.2 -0.339155 0.940731 -0.940731
8.25 -0.385748 0.922604 -0.922604
8.3 -0.431377 0.902172 -0.902172
8.35 -0.475928 0.879484 -0.879484
8.4 -0.519289 0.854599 -0.854599
8.45 -0.561352 0.827577 -0.827577
8.5 -0.602012 0.798487 -0.798487
8.55 -0.641167 0.767401 -0.767401
8.6 -0.67872 0.734397 -0.734397
8.65 -0.714576 0.699557 -0.699557
8.7 -0.748647 0.662969 -0.662969
8.75 -0.780846 0.624724 -0.624724
8.8 -0.811093 0.584917 -0.584917
8.85 -0.839313 0.543648 -0.543648
8.9 -0.865435 0.501021 -0.501021
8.95 -0.889394 0.457141 -0.457141
9 -0.91113 0.412118 -0.412118
