# X   ANN_y   Exact_y   ANN_dy   Exact_dy   ANN_d2y   Exact_d2y   ANN_Integral   Exact_Integral
0.785953 -0.527015 -0.52712 0.262099 0.26179 14.6794 14.7117 0.0138187 0.0138156
0.792642 -0.524936 -0.525042 0.359107 0.35902 14.3232 14.3573 0.0103001 0.0102963
0.799331 -0.522216 -0.522322 0.453678 0.453824 13.9509 13.9866 0.00679752 0.00679301
0.80602 -0.518873 -0.518977 0.545707 0.546097 13.5635 13.6004 0.00331528 0.00331006
0.812709 -0.514922 -0.515022 0.635098 0.635737 13.1621 13.1996 -0.000142563 -0.000148461
0.819398 -0.510382 -0.510478 0.72176 0.72265 12.7476 12.7853 -0.003572 -0.00357855
0.826087 -0.505273 -0.505361 0.805609 0.80675 12.3211 12.3584 -0.00696915 -0.00697632
0.832776 -0.499611 -0.499692 0.886567 0.887955 11.8836 11.92 -0.0103303 -0.010338
0.839465 -0.493419 -0.493489 0.964565 0.966191 11.4362 11.4709 -0.0136517 -0.01366
0.846154 -0.486714 -0.486773 1.03954 1.04139 10.9798 11.0122 -0.01693 -0.0169387
0.852843 -0.479519 -0.479564 1.11143 1.11349 10.5155 10.5449 -0.0201619 -0.0201709
0.859532 -0.471853 -0.471884 1.1802 1.18244 10.0443 10.07 -0.023344 -0.0233532
0.866221 -0.463737 -0.463753 1.24579 1.24819 9.56723 9.58836 -0.0264733 -0.0264827
0.87291 -0.455194 -0.455193 1.30818 1.3107 9.08533 9.10108 -0.0295468 -0.0295563
0.879599 -0.446244 -0.446225 1.36733 1.36994 8.59958 8.60908 -0.0325619 -0.0325713
0.886288 -0.436909 -0.436873 1.42322 1.42587 8.11096 8.11333 -0.0355158 -0.035525
0.892977 -0.427211 -0.427158 1.47583 1.47847 7.62046 7.61478 -0.038406 -0.038415
0.899666 -0.417173 -0.417102 1.52516 1.52773 7.12902 7.11436 -0.0412302 -0.0412388
0.906355 -0.406815 -0.406727 1.5712 1.57364 6.63758 6.613 -0.0439862 -0.0439942
0.913043 -0.396161 -0.396057 1.61396 1.6162 6.14706 6.11159 -0.0466719 -0.0466793
0.919732 -0.385231 -0.385113 1.65344 1.6554 5.65835 5.61103 -0.0492854 -0.049292
0.926421 -0.374048 -0.373919 1.68966 1.69127 5.17231 5.11217 -0.051825 -0.0518307
0.93311 -0.362634 -0.362495 1.72264 1.7238 4.6898 4.61588 -0.0542889 -0.0542938
0.939799 -0.35101 -0.350865 1.75241 1.75303 4.21163 4.12296 -0.0566758 -0.0566797
0.946488 -0.339198 -0.339051 1.779 1.77897 3.73858 3.63422 -0.0589843 -0.0589872
0.953177 -0.327218 -0.327074 1.80244 1.80165 3.27143 3.15045 -0.0612132 -0.0612151
0.959866 -0.315092 -0.314955 1.82278 1.82113 2.81088 2.67238 -0.0633614 -0.0633625
0.966555 -0.30284 -0.302718 1.84006 1.83742 2.35764 2.20074 -0.0654282 -0.0654283
0.973244 -0.290482 -0.290382 1.85434 1.85058 1.91238 1.73623 -0.0674126 -0.067412
0.979933 -0.278039 -0.277968 1.86566 1.86066 1.47572 1.27951 -0.069314 -0.0693128
0.986622 -0.26553 -0.265496 1.8741 1.86772 1.04825 0.831234 -0.071132 -0.0711305
0.993311 -0.252974 -0.252988 1.87971 1.8718 0.630538 0.391999 -0.0728661 -0.0728646
1 -0.240389 -0.240462 1.88256 1.87298 0.223109 -0.0376144 -0.0745162 -0.0745149
